mm_Lead__c,mm_Contact__c,mm_Stage__c,mm_Start_Date__c,Lead_Contact_Source__c,CreatedDate,Unified_ID
00QV500000PtCjcMAF, ,SAL,2025-10-30,Events,2025-10-30T20:23:51.000+0000,00QV500000PtCjcMAF
 ,003V50000067TvuIAE,MQL,2025-10-31,Events,2025-10-31T17:11:15.000+0000, 
00QV500000M3WA6MAN, ,MQL,2025-11-04,Partner,2025-11-04T19:59:24.000+0000,00QV500000M3WA6MAN
00QV500000MAG0YMAX, ,SAL,2025-11-04,Partner,2025-11-04T19:58:50.000+0000,00QV500000MAG0YMAX
00QV500000MAG0YMAX, ,MQL,2025-11-04,Partner,2025-11-04T19:58:38.000+0000,00QV500000MAG0YMAX
00QV500000M3WA6MAN, ,SAL,2025-11-04,Partner,2025-11-04T19:59:26.000+0000,00QV500000M3WA6MAN
00QV5000006N7pYMAS, ,MQL,2025-11-07,Event,2025-11-07T15:41:41.000+0000,00QV5000006N7pYMAS
00QV5000006N7pYMAS, ,SAL,2025-11-07,Event,2025-11-07T15:42:29.000+0000,00QV5000006N7pYMAS
 ,003V50000067TvyIAE,MQL,2025-11-09,Events,2025-11-09T18:04:46.000+0000, 
00QV500000REZzFMAX, ,MQL,2025-11-10,Website,2025-11-10T19:41:07.000+0000,00QV500000REZzFMAX
00QV500000REZzFMAX, ,SAL,2025-11-11,Website,2025-11-11T15:52:04.000+0000,00QV500000REZzFMAX
00QV500000RM6SGMA1, ,MQL,2025-11-12,Partner,2025-11-12T20:19:14.000+0000,00QV500000RM6SGMA1
00QV500000RM6SGMA1, ,SAL,2025-11-12,Partner,2025-11-12T20:19:16.000+0000,00QV500000RM6SGMA1
00QV500000RPKC5MAP, ,SAL,2025-11-13,Partner,2025-11-13T16:38:35.000+0000,00QV500000RPKC5MAP
00QV500000RPKC5MAP, ,MQL,2025-11-13,Partner,2025-11-13T16:38:33.000+0000,00QV500000RPKC5MAP
00QV500000RQXonMAH, ,MQL,2025-11-13,Partner,2025-11-13T22:10:02.000+0000,00QV500000RQXonMAH
00QV500000RQXonMAH, ,SAL,2025-11-13,Partner,2025-11-13T22:10:05.000+0000,00QV500000RQXonMAH
00QV500000RmUsIMAV, ,MQL,2025-11-21,Events,2025-11-21T16:03:33.000+0000,00QV500000RmUsIMAV
00QV500000Rkjp1MAB, ,MQL,2025-11-21,Partner,2025-11-21T17:04:33.000+0000,00QV500000Rkjp1MAB
00QV500000RlFTtMAN, ,SAL,2025-11-21,Partner,2025-11-21T16:53:27.000+0000,00QV500000RlFTtMAN
00QV5000009xmJcMAI, ,MQL,2025-11-21,Partner,2025-11-21T16:12:48.000+0000,00QV5000009xmJcMAI
00QV500000RmUsIMAV, ,SAL,2025-11-21,Events,2025-11-21T16:04:16.000+0000,00QV500000RmUsIMAV
00QV500000Rkjp1MAB, ,SAL,2025-11-21,Partner,2025-11-21T17:04:36.000+0000,00QV500000Rkjp1MAB
00QV5000009xmJcMAI, ,SAL,2025-11-21,Partner,2025-11-21T16:13:04.000+0000,00QV5000009xmJcMAI
00QV500000RlFTtMAN, ,MQL,2025-11-21,Partner,2025-11-21T16:53:20.000+0000,00QV500000RlFTtMAN
00QV500000Rkr3QMAR, ,MQL,2025-11-21,Partner,2025-11-21T16:55:22.000+0000,00QV500000Rkr3QMAR
00QV500000Rkr3QMAR, ,SAL,2025-11-21,Partner,2025-11-21T16:55:25.000+0000,00QV500000Rkr3QMAR
 ,003V50000067sWpIAI,SAL,2025-11-21,Partner,2025-11-21T18:24:09.000+0000, 
00QV500000RlCsbMAF, ,MQL,2025-11-21,Partner,2025-11-21T18:19:36.000+0000,00QV500000RlCsbMAF
00QV500000RlCsbMAF, ,SAL,2025-11-21,Partner,2025-11-21T18:19:37.000+0000,00QV500000RlCsbMAF
 ,003V50000067sWpIAI,MQL,2025-11-21,Partner,2025-11-21T18:24:07.000+0000, 
00QV500000RQXonMAH, ,MQL,2025-11-21,Partner,2025-11-21T18:29:16.000+0000,00QV500000RQXonMAH
00QV500000RQXonMAH, ,SAL,2025-11-21,Partner,2025-11-21T18:29:26.000+0000,00QV500000RQXonMAH
00QV500000RPKC5MAP, ,MQL,2025-11-21,Partner,2025-11-21T21:44:48.000+0000,00QV500000RPKC5MAP
00QV500000RPKC5MAP, ,SAL,2025-11-21,Partner,2025-11-21T21:44:49.000+0000,00QV500000RPKC5MAP
00QV500000RzLhVMAV, ,MQL,2025-11-25,Partner,2025-11-25T18:26:30.000+0000,00QV500000RzLhVMAV
00QV500000RzLhVMAV, ,SAL,2025-11-25,Partner,2025-11-25T18:26:32.000+0000,00QV500000RzLhVMAV
00QV5000006N7FuMAK, ,MQL,2025-12-02,Social Media - Organic,2025-12-02T20:23:48.000+0000,00QV5000006N7FuMAK
00QV5000006N7FuMAK, ,SAL,2025-12-02,Social Media - Organic,2025-12-02T20:22:47.000+0000,00QV5000006N7FuMAK
00QV500000SQEAVMA5, ,MQL,2025-12-04,Partner,2025-12-04T17:53:05.000+0000,00QV500000SQEAVMA5
00QV500000SQEAVMA5, ,SAL,2025-12-04,Partner,2025-12-04T17:53:23.000+0000,00QV500000SQEAVMA5
00QV500000SUUwcMAH, ,MQL,2025-12-05,Partner,2025-12-05T20:50:25.000+0000,00QV500000SUUwcMAH
00QV500000SUUwcMAH, ,SAL,2025-12-05,Partner,2025-12-05T20:50:27.000+0000,00QV500000SUUwcMAH
00QV500000SYucOMAT, ,MQL,2025-12-08,Referral,2025-12-08T15:35:58.000+0000,00QV500000SYucOMAT
00QV500000SYucOMAT, ,SAL,2025-12-09,Referral,2025-12-09T14:06:47.000+0000,00QV500000SYucOMAT
00QV500000SgPgGMAV, ,SAL,2025-12-10,Partner,2025-12-10T15:59:29.000+0000,00QV500000SgPgGMAV
00QV500000SgPgGMAV, ,MQL,2025-12-10,Partner,2025-12-10T15:59:26.000+0000,00QV500000SgPgGMAV
00QV500000Sj1mDMAR, ,SAL,2025-12-15,Partner,2025-12-15T17:20:35.000+0000,00QV500000Sj1mDMAR
00QV500000Sj1mDMAR, ,MQL,2025-12-15,Partner,2025-12-15T17:20:32.000+0000,00QV500000Sj1mDMAR
 ,003V500000aTnbhIAC,MQL,2025-12-16,Events,2025-12-16T13:27:32.000+0000, 
 ,003V500000aV95fIAC,MQL,2025-12-16,Events,2025-12-16T19:30:59.000+0000, 
 ,003V500000aV4QoIAK,MQL,2025-12-16, ,2025-12-16T19:53:07.000+0000, 
00QV500000TAWnWMAX, ,MQL,2025-12-19,Google Natural Search,2025-12-19T19:09:20.000+0000,00QV500000TAWnWMAX
 ,003V500000ahg2VIAQ,MQL,2025-12-19,Sales,2025-12-19T23:44:15.000+0000, 
00QV500000TAWnWMAX, ,SAL,2026-01-06,Google Natural Search,2026-01-06T14:09:09.000+0000,00QV500000TAWnWMAX
 ,003V500000aTnbhIAC,SAL,2026-01-06,Events,2026-01-06T14:10:23.000+0000, 
00QV500000TtoJhMAJ, ,MQL,2026-01-13,Bing Natural Search,2026-01-13T17:35:08.000+0000,00QV500000TtoJhMAJ
 ,003V50000067TvkIAE,MQL,2026-01-13,Drip Email,2026-01-13T19:15:34.000+0000, 
 ,003V50000067xilIAA,MQL,2026-01-13,Marketing Research,2026-01-13T19:16:13.000+0000, 
 ,003V500000681dhIAA,MQL,2026-01-13,Organic Search,2026-01-13T19:14:50.000+0000, 
00QV500000RzLhVMAV, ,MQL,2026-01-14,Partner,2026-01-14T13:43:46.000+0000,00QV500000RzLhVMAV
00QV500000RmUsIMAV, ,MQL,2026-01-14,Events,2026-01-14T19:23:03.000+0000,00QV500000RmUsIMAV
 ,003V500000ZqJgoIAF,MQL,2026-01-14,Events,2026-01-14T19:22:58.000+0000, 
 ,003V500000aAqruIAC,MQL,2026-01-14,Events,2026-01-14T19:22:58.000+0000, 
 ,003V50000067r2CIAQ,MQL,2026-01-14,Events,2026-01-14T19:22:58.000+0000, 
 ,003V5000006859qIAA,MQL,2026-01-14,Events,2026-01-14T19:22:58.000+0000, 
 ,003V500000aTnbhIAC,MQL,2026-01-14,Events,2026-01-14T19:22:58.000+0000, 
00QV500000UGVplMAH, ,MQL,2026-01-15,6sense SI,2026-01-15T17:50:31.000+0000,00QV500000UGVplMAH
00QV500000UGVplMAH, ,SAL,2026-01-16,6sense SI,2026-01-16T15:51:06.000+0000,00QV500000UGVplMAH
 ,003V500000cGD6gIAG,SAL,2026-01-19,memoryBlue-UK,2026-01-19T14:19:39.000+0000, 
 ,003V500000cKu1lIAC,MQL,2026-01-20,memoryBlue,2026-01-20T13:57:48.000+0000, 
00QV500000JQGPSMA5, ,MQL,2026-01-20,Events,2026-01-20T13:51:29.000+0000,00QV500000JQGPSMA5
00QV500000UW7puMAD, ,MQL,2026-01-20,Google Ad,2026-01-20T22:51:08.000+0000,00QV500000UW7puMAD
00QV500000JQGPSMA5, ,SAL,2026-01-23,Events,2026-01-23T13:35:48.000+0000,00QV500000JQGPSMA5
 ,003V500000cfpyTIAQ,SAL,2026-01-27,memoryBlue-UK,2026-01-27T16:24:14.000+0000, 
 ,003V500000aTnbhIAC,SAL,2026-01-27,Events,2026-01-27T20:03:43.000+0000, 
00QV500000TtoJhMAJ, ,SAL,2026-02-02,Bing Natural Search,2026-02-02T20:51:57.000+0000,00QV500000TtoJhMAJ
00QV500000UW7puMAD, ,SAL,2026-02-03,Google Ad,2026-02-03T14:05:27.000+0000,00QV500000UW7puMAD
 ,003V500000dRvi6IAC,MQL,2026-01-08,Bing Natural Search,2026-02-09T21:37:45.000+0000, 
 ,003V500000dRvi6IAC,SAL,2026-01-29,Bing Natural Search,2026-02-09T21:35:11.000+0000, 
00QV5000006N1hnMAC, ,MQL,2025-08-12,memoryBlue,2026-02-19T18:21:31.000+0000,00QV5000006N1hnMAC
00QV500000DBUxlMAH, ,MQL,2025-05-30,6sense SI,2026-02-19T18:21:31.000+0000,00QV500000DBUxlMAH
00QV500000JQGPMMA5, ,MQL,2025-10-30,Webinar,2026-02-19T18:21:31.000+0000,00QV500000JQGPMMA5
00QV500000O5QAYMA3, ,MQL,2025-10-03,6sense SI,2026-02-19T18:21:31.000+0000,00QV500000O5QAYMA3
 ,003V50000067bvgIAA,MQL,2025-07-01,Events,2026-02-19T18:18:56.000+0000, 
 ,003V50000067bvzIAA,MQL,2025-08-01, ,2026-02-19T18:18:56.000+0000, 
 ,003V50000067zbCIAQ,MQL,2025-08-01,Linkedin Sales Navigator,2026-02-19T18:18:56.000+0000, 
 ,003V500000680FNIAY,MQL,2025-10-01,Zoominfo,2026-02-19T18:18:56.000+0000, 
 ,003V50000067bvuIAA,SAL,2026-02-26,Events,2026-02-26T13:06:30.000+0000, 
 ,003V50000067bvuIAA,MQL,2026-02-26,Events,2026-02-26T13:04:36.000+0000, 
00QV500000WWPFSMA5, ,MQL,2026-02-26,memoryBlue,2026-02-26T13:16:36.000+0000,00QV500000WWPFSMA5
00QV500000WWPFSMA5, ,SAL,2026-02-26,memoryBlue,2026-02-26T13:17:48.000+0000,00QV500000WWPFSMA5
00QV500000Wc9JBMAZ, ,MQL,2026-02-27,Events,2026-02-27T20:53:20.000+0000,00QV500000Wc9JBMAZ
 ,003V500000674LOIAY,SAL,2026-03-02,memoryBlue,2026-03-02T18:30:00.000+0000, 
 ,003V500000674LOIAY,MQL,2026-03-02,memoryBlue,2026-03-02T18:27:19.000+0000, 
00QV500000WiILNMA3, ,MQL,2026-03-02,memoryBlue,2026-03-02T20:09:00.000+0000,00QV500000WiILNMA3
00QV500000WiILNMA3, ,SAL,2026-03-03,memoryBlue,2026-03-03T18:05:11.000+0000,00QV500000WiILNMA3
00QV500000Wc9JBMAZ, ,SAL,2026-03-04,Events,2026-03-04T13:15:10.000+0000,00QV500000Wc9JBMAZ
00QV500000W7FxdMAF, ,MQL,2026-03-04,6sense SI,2026-03-04T13:13:48.000+0000,00QV500000W7FxdMAF
00QV500000W7FxdMAF, ,SAL,2026-03-04,6sense SI,2026-03-04T13:13:57.000+0000,00QV500000W7FxdMAF
00QV500000WtN05MAF, ,MQL,2026-03-05,memoryBlue,2026-03-05T18:39:39.000+0000,00QV500000WtN05MAF
00QV500000WtN05MAF, ,SAL,2026-03-05,memoryBlue,2026-03-05T18:40:37.000+0000,00QV500000WtN05MAF
00QV500000WwUrLMAV, ,MQL,2026-03-06,memoryBlue,2026-03-06T14:45:17.000+0000,00QV500000WwUrLMAV
00QV500000WwUrLMAV, ,SAL,2026-03-06,memoryBlue,2026-03-06T14:45:23.000+0000,00QV500000WwUrLMAV
00QV500000X2cW8MAJ, ,SAL,2026-03-10,Google Natural Search,2026-03-10T16:16:40.000+0000,00QV500000X2cW8MAJ
00QV500000X2cW8MAJ, ,MQL,2026-03-10,Google Natural Search,2026-03-10T15:18:38.000+0000,00QV500000X2cW8MAJ
 ,003V50000067TvyIAE,MQL,2026-03-10,Events,2026-03-10T15:54:37.000+0000, 
00QV5000006N8TiMAK, ,MQL,2026-03-12,Sales,2026-03-12T12:42:33.000+0000,00QV5000006N8TiMAK
00QV5000006N8TiMAK, ,SAL,2026-03-12,Sales,2026-03-12T12:43:11.000+0000,00QV5000006N8TiMAK
00QV500000WtN05MAF, ,MQL,2026-03-12,memoryBlue,2026-03-12T12:44:09.000+0000,00QV500000WtN05MAF
00QV500000WtN05MAF, ,SAL,2026-03-12,memoryBlue,2026-03-12T12:45:54.000+0000,00QV500000WtN05MAF
 ,003V500000fMXNVIA4,MQL,2026-03-12,memoryBlue,2026-03-12T12:49:59.000+0000, 
 ,003V500000fMXNVIA4,SAL,2026-03-12,memoryBlue,2026-03-12T12:50:32.000+0000, 
 ,003V50000067N8sIAE,MQL,2026-03-12,Event,2026-03-12T22:49:21.000+0000, 
 ,003V500000fOuCnIAK,MQL,2026-03-12,Events,2026-03-12T22:45:37.000+0000, 
 ,003V500000fOlaxIAC,MQL,2026-03-12,Events,2026-03-12T22:45:44.000+0000, 
 ,003V500000685JHIAY,MQL,2026-03-12,Events,2026-03-12T22:41:34.000+0000, 
 ,003V500000fOgmhIAC,MQL,2026-03-12,Events,2026-03-12T22:45:49.000+0000, 
 ,003V500000fP2F7IAK,MQL,2026-03-12,Events,2026-03-12T22:45:55.000+0000, 
 ,003V50000067e5bIAA,MQL,2026-03-12,Events,2026-03-12T22:48:07.000+0000, 
 ,003V500000683VBIAY,MQL,2026-03-13,Website,2026-03-13T15:30:54.000+0000, 
 ,003V50000067e5bIAA,SAL,2026-03-17,Events,2026-03-17T14:23:26.000+0000, 
00QV500000X3YbhMAF, ,SAL,2026-03-17,Events,2026-03-17T17:13:39.000+0000,00QV500000X3YbhMAF
00QV500000H9c9YMAR, ,MQL,2026-03-17,Events,2026-03-17T17:13:02.000+0000,00QV500000H9c9YMAR
00QV500000H9c9YMAR, ,SAL,2026-03-17,Events,2026-03-17T17:13:09.000+0000,00QV500000H9c9YMAR
00QV500000X3YbhMAF, ,MQL,2026-03-17,Events,2026-03-17T17:13:30.000+0000,00QV500000X3YbhMAF
 ,003V500000685JHIAY,SAL,2026-03-17,Events,2026-03-17T17:22:39.000+0000, 
00QV500000XuTacMAF, ,MQL,2026-03-25,6sense SI,2026-03-25T17:05:26.000+0000,00QV500000XuTacMAF
00QV500000XuTacMAF, ,SAL,2026-03-25,6sense SI,2026-03-25T17:20:40.000+0000,00QV500000XuTacMAF
 ,003V50000067PgQIAU,SAL,2026-03-26,memoryBlue,2026-03-26T21:10:47.000+0000, 
 ,003V50000067I97IAE,MQL,2026-03-30,Marketing Research,2026-03-30T15:36:42.000+0000, 
