mm_Lead__c,mm_Contact__c,mm_Stage__c,mm_Start_Date__c,Lead_Contact_Source__c,CreatedDate
"00QV500000OqgCTMAZ"," ","MQL","2025-09-23","Events","2025-09-23T18:28:02.000+0000"
"00QV500000A6mPCMAZ"," ","MQL","2025-09-23","Events","2025-09-23T18:28:12.000+0000"
"00QV500000A6mPDMAZ"," ","MQL","2025-09-23","Events","2025-09-23T18:28:12.000+0000"
"00QV500000A6mPGMAZ"," ","MQL","2025-09-23","Events","2025-09-23T18:28:12.000+0000"
"00QV500000A6mPHMAZ"," ","MQL","2025-09-23","Events","2025-09-23T18:28:12.000+0000"
"00QV500000A6mPIMAZ"," ","MQL","2025-09-23","Events","2025-09-23T18:28:12.000+0000"
"00QV500000LqLuOMAV"," ","MQL","2025-09-23","Events","2025-09-23T18:28:12.000+0000"
"00QV500000OCbdtMAD"," ","MQL","2025-09-23","Events","2025-09-23T18:28:12.000+0000"
"00QV500000ODAlLMAX"," ","MQL","2025-09-23","Events","2025-09-23T18:28:12.000+0000"
"00QV500000ODGZ2MAP"," ","MQL","2025-09-23","Events","2025-09-23T18:28:12.000+0000"
" ","003V500000672pbIAA","MQL","2025-09-23","Events","2025-09-23T18:27:57.000+0000"
" ","003V50000067ChEIAU","MQL","2025-09-23","Events","2025-09-23T18:27:57.000+0000"
" ","003V50000067IMsIAM","MQL","2025-09-23","Events","2025-09-23T18:27:57.000+0000"
" ","003V50000067Yv5IAE","MQL","2025-09-23","Events","2025-09-23T18:27:57.000+0000"
" ","003V50000067bZvIAI","MQL","2025-09-23","Events","2025-09-23T18:27:57.000+0000"
" ","003V500000OG4xuIAD","MQL","2025-09-23","Events","2025-09-23T18:27:57.000+0000"
" ","003V500000RDRFpIAP","MQL","2025-09-23","WebHelp Registration","2025-09-23T18:27:57.000+0000"
"00QV500000OtV0XMAV"," ","MQL","2025-09-24","Website","2025-09-24T15:52:07.000+0000"
"00QV500000OvWQMMA3"," ","MQL","2025-09-25","Website","2025-09-25T08:47:30.000+0000"
"00QV500000P2BaUMAV"," ","MQL","2025-09-27","Google Ad","2025-09-28T06:48:23.000+0000"
" ","003V500000672E9IAI","MQL","2025-09-29","Bing Natural Search","2025-09-29T17:05:22.000+0000"
"00QV500000P513WMAR"," ","MQL","2025-09-29","Website","2025-09-29T17:35:37.000+0000"
"00QV500000P7wIbMAJ"," ","MQL","2025-09-30"," ","2025-09-30T15:58:20.000+0000"
"00QV500000P7wSHMAZ"," ","MQL","2025-09-30"," ","2025-09-30T15:59:25.000+0000"
"00QV5000006MvQfMAK"," ","MQL","2025-10-01","Events","2025-10-01T17:46:06.000+0000"
"00QV5000006N5SHMA0"," ","MQL","2025-10-01","Event","2025-10-01T17:43:44.000+0000"
" ","003V500000683VBIAY","MQL","2025-10-01","Website","2025-10-01T20:05:49.000+0000"
"00QV500000LwyZDMAZ"," ","MQL","2025-10-02","Internal Event Registration - exclude","2025-10-02T16:13:27.000+0000"
"00QV500000PF0hFMAT"," ","MQL","2025-10-02","Website","2025-10-02T18:57:57.000+0000"
"00QV500000GWDY7MAP"," ","MQL","2025-10-02","Webinar","2025-10-02T23:28:46.000+0000"
"00QV500000O5QAYMA3"," ","SAL","2025-10-03","6sense SI","2025-10-03T13:27:57.000+0000"
"00QV500000PEayAMAT"," ","SAL","2025-10-03","Partner","2025-10-03T15:07:15.000+0000"
"00QV500000PEayAMAT"," ","MQL","2025-10-03","Partner","2025-10-03T15:07:13.000+0000"
"00QV5000006N82CMAS"," ","MQL","2025-10-03","Google Ad","2025-10-03T15:11:05.000+0000"
"00QV500000PEnvJMAT"," ","MQL","2025-10-03","Partner","2025-10-03T15:09:33.000+0000"
"00QV500000PEnvJMAT"," ","SAL","2025-10-03","Partner","2025-10-03T15:09:36.000+0000"
"00QV500000Ou09DMAR"," ","MQL","2025-10-03","Website","2025-10-03T18:12:35.000+0000"
"00QV500000PHogLMAT"," ","MQL","2025-10-03","Website","2025-10-03T18:53:47.000+0000"
"00QV500000PJE5hMAH"," ","MQL","2025-10-04","Website","2025-10-04T15:20:22.000+0000"
"00QV5000009uLofMAE"," ","MQL","2025-10-06","Website","2025-10-06T18:01:30.000+0000"
"00QV500000PQzW5MAL"," ","MQL","2025-10-07","Google Ad","2025-10-07T14:08:08.000+0000"
"00QV500000PSD5ZMAX"," ","MQL","2025-10-07","Website","2025-10-07T18:05:59.000+0000"
" ","003V50000067sWlIAI","SAL","2025-10-07","Event","2025-10-07T20:12:27.000+0000"
" ","003V50000067sWlIAI","MQL","2025-10-07","Event","2025-10-07T20:10:14.000+0000"
" ","003V500000Oxev9IAB","MQL","2025-10-07","Webinar","2025-10-07T20:42:25.000+0000"
"00QV500000PVz2PMAT"," ","SAL","2025-10-08","memoryBlue","2025-10-08T17:11:16.000+0000"
"00QV500000PVz2PMAT"," ","MQL","2025-10-08","memoryBlue","2025-10-08T17:10:13.000+0000"
"00QV5000006N7pYMAS"," ","SAL","2025-10-09","Event","2025-10-09T08:25:58.000+0000"
"00QV500000PcYLeMAN"," ","MQL","2025-10-10","Bing Ads","2025-10-10T09:50:35.000+0000"
"00QV5000008iyzxMAA"," ","MQL","2025-10-10","Google Ad","2025-10-10T15:11:51.000+0000"
"00QV500000Pg8u1MAB"," ","MQL","2025-10-11","WebHelp Registration","2025-10-11T13:04:04.000+0000"
"00QV500000GWDYVMA5"," ","SAL","2025-10-14","Webinar","2025-10-14T12:31:05.000+0000"
"00QV5000006N7QcMAK"," ","MQL","2025-10-14","Google Ad","2025-10-14T23:23:11.000+0000"
"00QV5000006N82sMAC"," ","MQL","2025-10-14","Events","2025-10-14T23:23:11.000+0000"
"00QV5000009y4jVMAQ"," ","MQL","2025-10-14","Webinar","2025-10-14T23:23:11.000+0000"
"00QV500000PpWcBMAV"," ","MQL","2025-10-14","Partner","2025-10-14T23:21:19.000+0000"
"00QV500000PpMWRMA3"," ","MQL","2025-10-14","Partner","2025-10-14T23:21:41.000+0000"
"00QV500000PpULrMAN"," ","MQL","2025-10-14","Partner","2025-10-14T23:20:33.000+0000"
" ","003V50000067UtDIAU","MQL","2025-10-14","Event","2025-10-14T23:23:17.000+0000"
"00QV500000PpWEbMAN"," ","MQL","2025-10-14","Partner","2025-10-14T23:20:56.000+0000"
"00QV500000PpSC0MAN"," ","MQL","2025-10-14","Partner","2025-10-14T23:20:53.000+0000"
"00QV500000PpUVaMAN"," ","MQL","2025-10-14","Website","2025-10-14T23:21:12.000+0000"
"00QV500000PpWqkMAF"," ","MQL","2025-10-14","Partner","2025-10-14T23:21:16.000+0000"
"00QV500000PpRskMAF"," ","MQL","2025-10-14","Google Natural Search","2025-10-14T23:20:22.000+0000"
"00QV500000PpI4aMAF"," ","MQL","2025-10-14","Partner","2025-10-14T23:20:19.000+0000"
"00QV500000PpZDcMAN"," ","MQL","2025-10-14","Partner","2025-10-14T23:20:11.000+0000"
"00QV500000PpZOlMAN"," ","MQL","2025-10-14","Partner","2025-10-14T23:20:26.000+0000"
"00QV500000PpU7LMAV"," ","MQL","2025-10-14","Partner","2025-10-14T23:20:16.000+0000"
"00QV500000PpaW6MAJ"," ","MQL","2025-10-14","Partner","2025-10-14T23:20:43.000+0000"
"00QV500000PpZNCMA3"," ","MQL","2025-10-14","Partner","2025-10-14T23:21:45.000+0000"
"00QV500000PpbVNMAZ"," ","MQL","2025-10-14","Events","2025-10-14T23:21:03.000+0000"
"00QV500000PpbVOMAZ"," ","MQL","2025-10-14","Partner","2025-10-14T23:21:23.000+0000"
"00QV500000ML8M8MAL"," ","MQL","2025-10-14","WebHelp Registration","2025-10-14T23:20:40.000+0000"
"00QV500000PpWAkMAN"," ","MQL","2025-10-14","Partner","2025-10-14T23:21:38.000+0000"
"00QV500000PpRSqMAN"," ","MQL","2025-10-14","Partner","2025-10-14T23:20:30.000+0000"
"00QV500000PpbS9MAJ"," ","MQL","2025-10-14","Events","2025-10-14T23:20:37.000+0000"
"00QV500000PpQGeMAN"," ","MQL","2025-10-14","WebHelp Registration","2025-10-14T23:20:47.000+0000"
"00QV500000PpbTlMAJ"," ","MQL","2025-10-14","Partner","2025-10-14T23:20:50.000+0000"
"00QV5000006N7WDMA0"," ","MQL","2025-10-14","webhelp-access-requested","2025-10-14T23:21:00.000+0000"
"00QV500000PpbWzMAJ"," ","MQL","2025-10-14","Partner","2025-10-14T23:21:06.000+0000"
"00QV500000PpZYVMA3"," ","MQL","2025-10-14","Events","2025-10-14T23:21:09.000+0000"
"00QV500000PpanqMAB"," ","MQL","2025-10-14","Partner","2025-10-14T23:21:26.000+0000"
"00QV500000PpbYbMAJ"," ","MQL","2025-10-14","Partner","2025-10-14T23:21:34.000+0000"
" ","003V50000067UsnIAE","MQL","2025-10-14","Partner","2025-10-14T23:25:13.000+0000"
" ","003V500000680FNIAY","SAL","2025-10-15","Zoominfo","2025-10-15T14:12:02.000+0000"
" ","003V500000674MiIAI","MQL","2025-10-15","Events","2025-10-15T20:07:20.000+0000"
" ","003V50000067l02IAA","MQL","2025-10-15","Events","2025-10-15T20:07:20.000+0000"
" ","003V50000067l0gIAA","MQL","2025-10-15","Events","2025-10-15T20:07:20.000+0000"
" ","003V50000067l0hIAA","MQL","2025-10-15","Events","2025-10-15T20:07:20.000+0000"
" ","003V50000067l0iIAA","MQL","2025-10-15","Events","2025-10-15T20:07:20.000+0000"
" ","003V50000067t5kIAA","MQL","2025-10-15","Events","2025-10-15T20:07:20.000+0000"
" ","003V500000682PzIAI","MQL","2025-10-15","Events","2025-10-15T20:07:20.000+0000"
" ","003V500000684vbIAA","MQL","2025-10-15","Events","2025-10-15T20:07:20.000+0000"
" ","003V500000Oy0sKIAR","MQL","2025-10-15","Events","2025-10-15T20:07:20.000+0000"
" ","003V50000067Rt5IAE","MQL","2025-10-15","Events","2025-10-15T19:41:22.000+0000"
" ","003V50000067knzIAA","MQL","2025-10-15","Events","2025-10-15T20:03:52.000+0000"
"00QV500000PtCgSMAV"," ","MQL","2025-10-15","Events","2025-10-15T20:07:42.000+0000"
"00QV500000PtCi5MAF"," ","MQL","2025-10-15","Events","2025-10-15T20:07:42.000+0000"
"00QV500000PtCi6MAF"," ","MQL","2025-10-15","Events","2025-10-15T20:07:42.000+0000"
"00QV500000PtCi7MAF"," ","MQL","2025-10-15","Events","2025-10-15T20:07:42.000+0000"
"00QV500000PtCi8MAF"," ","MQL","2025-10-15","Events","2025-10-15T20:07:42.000+0000"
"00QV500000PtCi9MAF"," ","MQL","2025-10-15","Events","2025-10-15T20:07:42.000+0000"
"00QV500000PtCiAMAV"," ","MQL","2025-10-15","Events","2025-10-15T20:07:42.000+0000"
"00QV500000PtCiBMAV"," ","MQL","2025-10-15","Events","2025-10-15T20:07:42.000+0000"
"00QV500000PtCiCMAV"," ","MQL","2025-10-15","Events","2025-10-15T20:07:42.000+0000"
"00QV500000PtCiDMAV"," ","MQL","2025-10-15","Events","2025-10-15T20:07:42.000+0000"
"00QV500000PtCiEMAV"," ","MQL","2025-10-15","Events","2025-10-15T20:07:42.000+0000"
"00QV500000PtCiFMAV"," ","MQL","2025-10-15","Events","2025-10-15T20:07:42.000+0000"
"00QV500000PtCiGMAV"," ","MQL","2025-10-15","Events","2025-10-15T20:07:42.000+0000"
"00QV500000PtCiHMAV"," ","MQL","2025-10-15","Events","2025-10-15T20:07:42.000+0000"
"00QV500000PtCiIMAV"," ","MQL","2025-10-15","Events","2025-10-15T20:07:42.000+0000"
"00QV500000PtCiJMAV"," ","MQL","2025-10-15","Events","2025-10-15T20:07:42.000+0000"
"00QV500000PtCiKMAV"," ","MQL","2025-10-15","Events","2025-10-15T20:07:42.000+0000"
"00QV500000PtCiLMAV"," ","MQL","2025-10-15","Events","2025-10-15T20:07:42.000+0000"
"00QV500000PtCjaMAF"," ","MQL","2025-10-15","Events","2025-10-15T20:07:42.000+0000"
"00QV500000PtCjbMAF"," ","MQL","2025-10-15","Events","2025-10-15T20:07:42.000+0000"
"00QV500000PtCjcMAF"," ","MQL","2025-10-15","Events","2025-10-15T20:07:42.000+0000"
"00QV500000PtCjjMAF"," ","MQL","2025-10-15","Events","2025-10-15T20:07:57.000+0000"
"00QV500000PtCjkMAF"," ","MQL","2025-10-15","Events","2025-10-15T20:07:57.000+0000"
"00QV500000PtCjlMAF"," ","MQL","2025-10-15","Events","2025-10-15T20:07:57.000+0000"
"00QV500000PtCjmMAF"," ","MQL","2025-10-15","Events","2025-10-15T20:07:57.000+0000"
"00QV500000PtCjoMAF"," ","MQL","2025-10-15","Events","2025-10-15T20:07:57.000+0000"
"00QV500000JQEu2MAH"," ","MQL","2025-10-15","Events","2025-10-15T20:08:01.000+0000"
"00QV500000PtSOiMAN"," ","MQL","2025-10-16","Google Natural Search","2025-10-16T17:54:38.000+0000"
"00QV500000QBfyXMAT"," ","MQL","2025-10-21","Website","2025-10-21T16:11:01.000+0000"
"00QV500000QDNO2MAP"," ","MQL","2025-10-21","Google Ad","2025-10-21T20:59:47.000+0000"
"00QV5000009uMVzMAM"," ","MQL","2025-10-22","Website","2025-10-22T18:01:59.000+0000"
"00QV5000009uMVzMAM"," ","MQL","2025-10-22","Website","2025-10-22T18:47:36.000+0000"
"00QV500000QQGgUMAX"," ","MQL","2025-10-24","Website","2025-10-24T14:21:14.000+0000"
"00QV500000QT6BAMA1"," ","MQL","2025-10-24","Google Ad","2025-10-25T04:55:34.000+0000"
"00QV500000QT5TdMAL"," ","MQL","2025-10-24","Website","2025-10-25T06:15:41.000+0000"
"00QV500000QT7LjMAL"," ","MQL","2025-10-24","Google Ad","2025-10-25T05:31:49.000+0000"
"00QV500000QTzvZMAT"," ","MQL","2025-10-25","Google Ad","2025-10-25T22:06:52.000+0000"
"00QV500000QUPV3MAP"," ","MQL","2025-10-25","Google Ad","2025-10-26T05:15:03.000+0000"
"00QV500000QV3aXMAT"," ","MQL","2025-10-26","Google Ad","2025-10-26T18:40:51.000+0000"
"00QV500000QXx8nMAD"," ","MQL","2025-10-27","Events","2025-10-27T18:57:25.000+0000"
"00QV500000QZTucMAH"," ","MQL","2025-10-27","Google Ad","2025-10-28T06:31:22.000+0000"
"00QV500000QZwoZMAT"," ","MQL","2025-10-28","Google Ad","2025-10-28T09:51:36.000+0000"
"00QV500000QaCGbMAN"," ","MQL","2025-10-28","Google Ad","2025-10-28T11:06:07.000+0000"
"00QV500000Qb4daMAB"," ","MQL","2025-10-28","Website","2025-10-28T16:22:38.000+0000"
"00QV500000QBfyXMAT"," ","SAL","2025-10-28","Website","2025-10-28T17:53:53.000+0000"
"00QV500000QbhlOMAR"," ","MQL","2025-10-28","Sales","2025-10-28T19:06:16.000+0000"
"00QV500000Qck4TMAR"," ","MQL","2025-10-28","Google Ad","2025-10-29T01:06:02.000+0000"
"00QV500000QdHTRMA3"," ","MQL","2025-10-28","Website","2025-10-29T06:00:46.000+0000"
" ","003V50000067aVLIAY","MQL","2025-10-29","WebHelp Registration","2025-10-29T23:12:44.000+0000"
"00QV500000QgtkHMAR"," ","MQL","2025-10-29","Google Ad","2025-10-30T04:07:35.000+0000"
"00QV500000QhVETMA3"," ","MQL","2025-10-30","Google Ad","2025-10-30T09:57:11.000+0000"
"00QV500000JQIb3MAH"," ","SAL","2025-10-30","Events","2025-10-30T17:48:35.000+0000"
"00QV500000JQGPMMA5"," ","SAL","2025-10-30","Webinar","2025-10-30T17:49:55.000+0000"
"00QV500000PtCjcMAF"," ","SAL","2025-10-30","Events","2025-10-30T20:23:51.000+0000"
" ","003V50000067TvuIAE","MQL","2025-10-31","Events","2025-10-31T17:11:15.000+0000"
"00QV500000QnCaZMAV"," ","MQL","2025-10-31","Google Ad","2025-10-31T23:25:11.000+0000"
"00QV500000QndR5MAJ"," ","MQL","2025-10-31","Google Ad","2025-11-01T05:39:59.000+0000"
"00QV500000QokogMAB"," ","MQL","2025-11-01","Google Ad","2025-11-01T22:12:08.000+0000"
"00QV5000006N7LuMAK"," ","SAL","2025-11-03","Website","2025-11-03T14:28:23.000+0000"
"00QV500000QrqKrMAJ"," ","MQL","2025-11-03","Website","2025-11-03T15:13:31.000+0000"
"00QV5000009uLTXMA2"," ","MQL","2025-10-14","Website","2025-11-03T20:02:16.000+0000"
"00QV500000Qu5fbMAB"," ","MQL","2025-11-03","Google Ad","2025-11-04T02:59:06.000+0000"
"00QV500000QwPiDMAV"," ","MQL","2025-11-04","Google Ad","2025-11-04T17:26:51.000+0000"
"00QV500000M3WA6MAN"," ","MQL","2025-11-04","Partner","2025-11-04T19:59:24.000+0000"
"00QV500000MAG0YMAX"," ","SAL","2025-11-04","Partner","2025-11-04T19:58:50.000+0000"
"00QV500000MAG0YMAX"," ","MQL","2025-11-04","Partner","2025-11-04T19:58:38.000+0000"
"00QV500000M3WA6MAN"," ","SAL","2025-11-04","Partner","2025-11-04T19:59:26.000+0000"
"00QV500000R2565MAB"," ","MQL","2025-11-05","Google Ad","2025-11-06T06:19:42.000+0000"
"00QV500000R3nUTMAZ"," ","MQL","2025-11-06","Events","2025-11-06T15:20:26.000+0000"
"00QV500000R4DOvMAN"," ","MQL","2025-11-06","Website","2025-11-06T17:21:11.000+0000"
"00QV5000006N7pYMAS"," ","MQL","2025-11-07","Event","2025-11-07T15:41:41.000+0000"
"00QV5000006N7pYMAS"," ","SAL","2025-11-07","Event","2025-11-07T15:42:29.000+0000"
"00QV500000OdupMMAR"," ","MQL","2025-11-07","Website","2025-11-07T21:17:26.000+0000"
"00QV500000OdupMMAR"," ","MQL","2025-11-03","Website","2025-11-07T21:15:26.000+0000"
"00QV500000RB8lvMAD"," ","MQL","2025-11-09","Google Ad","2025-11-09T16:45:54.000+0000"
" ","003V50000067TvyIAE","MQL","2025-11-09","Events","2025-11-09T18:04:46.000+0000"
"00QV500000RC6DPMA1"," ","MQL","2025-11-09","Google Ad","2025-11-10T04:59:35.000+0000"
"00QV500000REZzFMAX"," ","MQL","2025-11-10","Website","2025-11-10T19:41:07.000+0000"
"00QV500000RGZiEMAX"," ","MQL","2025-11-11","Google Ad","2025-11-11T10:24:11.000+0000"
"00QV500000REZzFMAX"," ","SAL","2025-11-11","Website","2025-11-11T15:52:04.000+0000"
"00QV500000RJOx4MAH"," ","MQL","2025-11-12","Event","2025-11-12T01:42:58.000+0000"
"00QV500000RJOx5MAH"," ","MQL","2025-11-12","Event","2025-11-12T01:42:58.000+0000"
"00QV500000RJOxKMAX"," ","MQL","2025-11-12","Event","2025-11-12T01:42:58.000+0000"
"00QV500000RJOxLMAX"," ","MQL","2025-11-12","Event","2025-11-12T01:42:58.000+0000"
"00QV500000RJOxMMAX"," ","MQL","2025-11-12","Event","2025-11-12T01:42:58.000+0000"
"00QV500000RLVSgMAP"," ","MQL","2025-11-12","Website","2025-11-12T17:02:09.000+0000"
"00QV500000RLpuPMAT"," ","MQL","2025-11-12","Google Ad","2025-11-12T18:04:41.000+0000"
"00QV500000RM6SGMA1"," ","MQL","2025-11-12","Partner","2025-11-12T20:19:14.000+0000"
"00QV500000RM6SGMA1"," ","SAL","2025-11-12","Partner","2025-11-12T20:19:16.000+0000"
"00QV500000RMS1JMAX"," ","MQL","2025-11-12","Events","2025-11-12T21:04:24.000+0000"
"00QV500000RMKmxMAH"," ","MQL","2025-11-12","Events","2025-11-12T20:58:43.000+0000"
"00QV500000RJOxIMAX"," ","MQL","2025-11-13","Event","2025-11-13T16:36:48.000+0000"
"00QV500000ROVnwMAH"," ","MQL","2025-11-13","Website","2025-11-13T14:33:35.000+0000"
"00QV500000RPKC5MAP"," ","SAL","2025-11-13","Partner","2025-11-13T16:38:35.000+0000"
"00QV500000RJOx9MAH"," ","MQL","2025-11-13","Event","2025-11-13T16:35:56.000+0000"
"00QV500000RPKC5MAP"," ","MQL","2025-11-13","Partner","2025-11-13T16:38:33.000+0000"
"00QV500000RJOx3MAH"," ","MQL","2025-11-13","Event","2025-11-13T16:34:35.000+0000"
"00QV500000RJOx8MAH"," ","MQL","2025-11-13","Event","2025-11-13T16:35:44.000+0000"
"00QV500000RJOxEMAX"," ","MQL","2025-11-13","Event","2025-11-13T16:36:08.000+0000"
"00QV500000RJOxFMAX"," ","MQL","2025-11-13","Event","2025-11-13T16:36:19.000+0000"
"00QV500000RJOxHMAX"," ","MQL","2025-11-13","Event","2025-11-13T16:36:33.000+0000"
"00QV500000RQXonMAH"," ","MQL","2025-11-13","Partner","2025-11-13T22:10:02.000+0000"
"00QV500000RQXonMAH"," ","SAL","2025-11-13","Partner","2025-11-13T22:10:05.000+0000"
"00QV500000RRoNmMAL"," ","MQL","2025-11-14","Google Ad","2025-11-14T08:34:26.000+0000"
"00QV500000RRlWOMA1"," ","MQL","2025-11-14","Google Ad","2025-11-14T08:51:26.000+0000"
"00QV500000RSfBzMAL"," ","MQL","2025-11-14","Google Natural Search","2025-11-14T14:49:01.000+0000"
"00QV500000RSm8eMAD"," ","MQL","2025-11-14","Google Natural Search","2025-11-14T15:23:57.000+0000"
"00QV500000RUxBDMA1"," ","MQL","2025-11-15","Google Ad","2025-11-15T11:08:59.000+0000"
"00QV500000RW0dFMAT"," ","MQL","2025-11-15","Google Ad","2025-11-16T05:16:55.000+0000"
"00QV500000RVkv4MAD"," ","MQL","2025-11-15","Google Ad","2025-11-16T05:58:30.000+0000"
"00QV500000RX3fWMAT"," ","MQL","2025-11-16","Google Ad","2025-11-17T02:26:05.000+0000"
"00QV500000RXeOwMAL"," ","MQL","2025-11-16","Google Ad","2025-11-17T07:48:50.000+0000"
"00QV500000RcdVjMAJ"," ","MQL","2025-11-18","Event","2025-11-18T14:43:24.000+0000"
"00QV500000RcdVnMAJ"," ","MQL","2025-11-18","Event","2025-11-18T14:43:24.000+0000"
"00QV500000RcdVpMAJ"," ","MQL","2025-11-18","Event","2025-11-18T14:43:24.000+0000"
"00QV500000RcdVtMAJ"," ","MQL","2025-11-18","Event","2025-11-18T14:43:24.000+0000"
"00QV500000RcdVwMAJ"," ","MQL","2025-11-18","Event","2025-11-18T14:43:24.000+0000"
"00QV500000RcdVxMAJ"," ","MQL","2025-11-18","Event","2025-11-18T14:43:24.000+0000"
"00QV500000RfcubMAB"," ","MQL","2025-11-18","Bing Natural Search","2025-11-19T03:20:53.000+0000"
"00QV500000RW0dFMAT"," ","MQL","2025-11-19","Google Ad","2025-11-19T10:14:23.000+0000"
"00QV500000RgW5bMAF"," ","MQL","2025-11-19","Google Ad","2025-11-19T11:58:38.000+0000"
"00QV500000RgVPdMAN"," ","MQL","2025-11-19","Google Ad","2025-11-19T10:29:57.000+0000"
"00QV500000RiT5BMAV"," ","MQL","2025-11-19","Website","2025-11-19T21:05:04.000+0000"
"00QV500000RgVPdMAN"," ","MQL","2025-11-19","Google Ad","2025-11-20T06:17:05.000+0000"
"00QV500000Rk1GRMAZ"," ","MQL","2025-11-20","Google Ad","2025-11-20T10:57:00.000+0000"
"00QV500000Rkg80MAB"," ","MQL","2025-11-20","Google Ad","2025-11-20T14:34:12.000+0000"
"00QV500000RnUzwMAF"," ","MQL","2025-11-20","Google Ad","2025-11-21T05:55:56.000+0000"
"00QV500000RmUsIMAV"," ","MQL","2025-11-21","Events","2025-11-21T16:03:33.000+0000"
"00QV500000Rkjp1MAB"," ","MQL","2025-11-21","Partner","2025-11-21T17:04:33.000+0000"
"00QV500000RlFTtMAN"," ","SAL","2025-11-21","Partner","2025-11-21T16:53:27.000+0000"
"00QV5000009xmJcMAI"," ","MQL","2025-11-21","Partner","2025-11-21T16:12:48.000+0000"
"00QV500000RmUsIMAV"," ","SAL","2025-11-21","Events","2025-11-21T16:04:16.000+0000"
"00QV500000Rkjp1MAB"," ","SAL","2025-11-21","Partner","2025-11-21T17:04:36.000+0000"
"00QV5000009xmJcMAI"," ","SAL","2025-11-21","Partner","2025-11-21T16:13:04.000+0000"
"00QV500000RlFTtMAN"," ","MQL","2025-11-21","Partner","2025-11-21T16:53:20.000+0000"
"00QV500000Rkr3QMAR"," ","MQL","2025-11-21","Partner","2025-11-21T16:55:22.000+0000"
"00QV500000Rkr3QMAR"," ","SAL","2025-11-21","Partner","2025-11-21T16:55:25.000+0000"
" ","003V50000067sWpIAI","SAL","2025-11-21","Partner","2025-11-21T18:24:09.000+0000"
"00QV500000RpE1NMAV"," ","MQL","2025-11-21","Google Ad","2025-11-21T17:53:59.000+0000"
"00QV500000RlCsbMAF"," ","MQL","2025-11-21","Partner","2025-11-21T18:19:36.000+0000"
"00QV500000RlCsbMAF"," ","SAL","2025-11-21","Partner","2025-11-21T18:19:37.000+0000"
" ","003V50000067sWpIAI","MQL","2025-11-21","Partner","2025-11-21T18:24:07.000+0000"
"00QV500000RQXonMAH"," ","MQL","2025-11-21","Partner","2025-11-21T18:29:16.000+0000"
"00QV500000RQXonMAH"," ","SAL","2025-11-21","Partner","2025-11-21T18:29:26.000+0000"
"00QV500000RPKC5MAP"," ","MQL","2025-11-21","Partner","2025-11-21T21:44:48.000+0000"
"00QV500000RPKC5MAP"," ","SAL","2025-11-21","Partner","2025-11-21T21:44:49.000+0000"
"00QV500000RqO3WMAV"," ","MQL","2025-11-21","Google Ad","2025-11-22T03:02:23.000+0000"
"00QV500000RpE1NMAV"," ","MQL","2025-11-22","Google Ad","2025-11-22T09:54:44.000+0000"
"00QV500000Rrgb3MAB"," ","MQL","2025-11-23","LinkedIn Ad","2025-11-23T03:27:20.000+0000"
"00QV500000RsDNJMA3"," ","MQL","2025-11-23","Google Ad","2025-11-23T15:26:01.000+0000"
"00QV500000RvfuzMAB"," ","MQL","2025-11-24","Events","2025-11-24T20:55:22.000+0000"
"00QV500000RzLhVMAV"," ","MQL","2025-11-25","Partner","2025-11-25T18:26:30.000+0000"
"00QV500000RzLhVMAV"," ","SAL","2025-11-25","Partner","2025-11-25T18:26:32.000+0000"
"00QV500000SGXJIMA5"," ","MQL","2025-12-01","Website","2025-12-02T05:04:14.000+0000"
"00QV500000SGwEPMA1"," ","MQL","2025-12-01","Website","2025-12-02T07:51:35.000+0000"
"00QV5000006N7FuMAK"," ","MQL","2025-12-02","Social Media - Organic","2025-12-02T20:23:48.000+0000"
"00QV5000006N7FuMAK"," ","SAL","2025-12-02","Social Media - Organic","2025-12-02T20:22:47.000+0000"
"00QV500000SQEAVMA5"," ","MQL","2025-12-04","Partner","2025-12-04T17:53:05.000+0000"
"00QV500000SQEAVMA5"," ","SAL","2025-12-04","Partner","2025-12-04T17:53:23.000+0000"
"00QV500000SGTXPMA5"," ","MQL","2025-12-05","Google Ad","2025-12-05T19:39:01.000+0000"
"00QV500000SHWkzMAH"," ","MQL","2025-12-05","Website","2025-12-05T19:39:49.000+0000"
"00QV500000SH73PMAT"," ","MQL","2025-12-05","Website","2025-12-05T19:53:01.000+0000"
"00QV500000SUUwcMAH"," ","MQL","2025-12-05","Partner","2025-12-05T20:50:25.000+0000"
"00QV500000SUUwcMAH"," ","SAL","2025-12-05","Partner","2025-12-05T20:50:27.000+0000"
"00QV500000SYucOMAT"," ","MQL","2025-12-08","Referral","2025-12-08T15:35:58.000+0000"
"00QV500000SYucOMAT"," ","SAL","2025-12-09","Referral","2025-12-09T14:06:47.000+0000"
"00QV500000SgPgGMAV"," ","SAL","2025-12-10","Partner","2025-12-10T15:59:29.000+0000"
"00QV500000SgPgGMAV"," ","MQL","2025-12-10","Partner","2025-12-10T15:59:26.000+0000"
"00QV500000SldsDMAR"," ","MQL","2025-12-11","Google Natural Search","2025-12-11T15:55:25.000+0000"
"00QV500000Sj1mDMAR"," ","SAL","2025-12-15","Partner","2025-12-15T17:20:35.000+0000"
"00QV500000Sj1mDMAR"," ","MQL","2025-12-15","Partner","2025-12-15T17:20:32.000+0000"
"00QV500000SvxjBMAR"," ","MQL","2025-12-15"," ","2025-12-15T18:36:07.000+0000"
