"Id","Name","AccountNumber","Type","Industry","Ownership","Rating","ParentId","OwnerId","CreatedDate","LastModifiedDate","Phone","Website","BillingStreet","BillingCity","BillingState","BillingPostalCode","BillingCountry","AnnualRevenue","NumberOfEmployees","Description"
"001V5000006bD2aIAE","Liljedahl Group","","Prospect","Banking","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:17.000Z","+46 370 69 38 80","liljedahlgroup.se","Margretelundsvägen 1","Malmoe","Joenkoeping","215 82","Sweden","","2336",""
"001V5000006bD2dIAE","Falkenberg","","Prospect","Healthcare Provider","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:17.000Z","+46 346886000","www.falkenberg.se","","Falkenberg","","311 80","Sweden","","13",""
"001V5000006bD2eIAE","Aller Holding A S","","Prospect","Banking","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:17.000Z","+45 72 34 29 00","","Havneholmen 33","Copenhagen","Capital Region","1561","Denmark","","2293",""
"001V5000006bD2fIAE","Nets  Denmark","","Prospect","Div Financial Services","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:19.000Z","+45 44 68 44 68","nets.eu","Klausdalsbrovej 601","Ballerup","Capital Region","2750","Denmark","","2281","Nets Holding provides digital payment solutions, financial technology, and e-commerce payment processing services, including merchant services, payment terminals, and fraud and risk management."
"001V5000006bD2gIAE","UNIQOTEQ","","Prospect","Telco/Cable","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:19.000Z","+358 20540","","DataCity Lemminkäisenkatu 14 -18 A","Turku","Finland Proper","20540","Finland","","2259",""
"001V5000006bD2hIAE","Nordic Wind Solutions","","Prospect","Utilities","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:19.000Z","+46 40 627 04 60","","","Malmoe","Skane","211 19","Sweden","","2258",""
"001V5000006bD2iIAE","OKQ8","","Prospect","Banking","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:21.000Z","+46 8 506 800 00","okq8.se","Sveav�gen 155","Stockholm","Stockholm","104 35","Sweden","","2240","OKQ8 is a company that offers fuel retail, car wash, convenience store, and vehicle services to meet the needs of drivers and vehicle owners."
"001V5000006bD2jIAE","FileRide","","Prospect","Banking","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:21.000Z","+46 76 853 94 17","","","Stockholm","Stockholm","11629","Sweden","","2230",""
"001V5000006bD2kIAE","Pensionsmyndigheten","","Prospect","Div Financial Services","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:21.000Z","+46 498 20 07 00","","","Stockholm","","100 64","Sweden","","2058",""
"001V5000006bD2lIAE","Sydbank","","Prospect","Banking","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:21.000Z","+45 74 37 37 37","sydbank.dk","Peberlyk 4","Aabenraa","South Denmark","6200","Denmark","","2030","Sydbank provides a range of banking and financial services, including investment management, mortgage loans, insurance, and online banking."
"001V5000006bD2mIAE","REC Solar Holdings AS","","Prospect","Utilities","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:21.000Z","+47 67 57 44 50","recgroup.com","Frolandsveien 6","Kristiansand S","Aust-Agder","4621","Norway","","2000","REC Solar Pte Ltd specializes in providing solar energy solutions, including the design, manufacturing, installation, and maintenance of solar panels and systems for residential, commercial, and utility-scale applications."
"001V5000006bD2nIAE","Norges Takseringsforbund","","Prospect","Div Financial Services","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:21.000Z","+47 928 08 956","","Fyrstikkalleen 20","Sandefjord","Oslo","3244","Norway","","1979",""
"001V5000006bD2oIAE","Stenungsund","","Prospect","Banking","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:23.000Z","+46 303 814 00","stenungsundsgk.se","LUNDBY 205","Stenungsund","Vaestra Goetaland","444 31","Sweden","","1836",""
"001V5000006bD2pIAE","JCE Group","","Prospect","Banking","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:23.000Z","+46 31 759 55 00","jce.se","Högåsplatsen 3","Goeteborg","Vaestra Goetaland","412 56","Sweden","","1824","JCE Group specializes in electrical engineering, automation solutions, energy management, industrial IT, project management, maintenance services, training programs, technical support, consulting, and product development."
"001V5000006bD2qIAE","MORITA HOLDINGS","","Prospect","Div Financial Services","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:23.000Z","+358 20 7927111","morita119.com","Teerivuorenkatu 28","Tampere","Pirkanmaa","33300","Finland","","1802","MORITA HOLDINGS CORPORATION is a company that specializes in the development, manufacturing, and distribution of dental equipment and related products for dental professionals worldwide."
"001V5000006bDakIAE","Nu Skin Enterprises","","Prospect","Retail","Public","","","005V5000001gBKBIA2","2009-06-01T21:22:39.000Z","2026-05-02T10:23:14.000Z","(801) 345-1000","www.nse.co","75 West Center","Provo","UT","84601","United States","2.679E9","3800","Nu Skin Enterprises, Inc. develops and distributes consumer products, offering a comprehensive line of beauty and wellness solutions in more than 50 markets worldwide. Their product brands include the Nu Skin personal care brand, the Pharmanex nutrition brand, and most recently, the ageLOC anti-aging brand. Nu Skin was founded in 1984 and is headquartered in Provo, Utah. It is also traded on the New York Stock Exchange."
"001V5000006bDalIAE","Indiana University Health (Clarian)","","Prospect","Healthcare Provider","Public","","","005V5000001gBKBIA2","2009-06-05T18:45:58.000Z","2026-05-01T16:19:08.000Z","(800) 248-1199","www.iuhealth.org","340 W. 10th Street","Indianapolis","IN","P.O. Box 1367","United States","2.27797E9","38079","340 W. 10th St.
P.O. Box 1367
Indianapolis IN 46206

Several Hospitals and Health Centers. Enterprise potential.

Clarian was named among the ""Best Hospitals in America"" by USNews & World Report for five consecutive years, Clarian Health is the result of a cooperative effort of three downtown Indianapolis hospitals to combine resources, research, staff and administrative procedures.


Methodist Hospital, Indiana University Hospital and Riley Hospital for Children â€” all preeminent, state-of-the-art hospitals with long and distinguished histories â€” united in 1997 under Clarian Health. Clarian Health then opened Clarian West Medical Center in 2004, followed by Clarian North Medical Center in 2005, and Lafayette's Clarian Arnett Hospital in Fall 2008.


A private, nonprofit organization, Clarian owns or is affiliated more than 20 hospitals and health centers throughout Indiana and is closely tied to the Indiana University School of Medicine â€” more than half of the IU School of Medicine's 970 physicians practice, supervise, and teach residents and fellows at one of Clarian's hospitals. There are tens of thousand's, of doctors that are affiliated with Clarian Health Network.


You can learn more by logging onto www.clarian.org


On Friday May 29th, one of our staffing supervisors and I were able to job shadow several of the call center agents. I wanted to share some of the information that we gathered during that time in an effort to help you better understand Greg's needs and his facility.


There are three different types agents in Greg's Call Center that we were able to job shadow. They have triage calls that are answered by nurses.


1. Clarian On Call - This is were all agents start. They take calls to schedule appointments and to refer doctors within Clarian Health Network.
They are also currently making outbound calls to follow up on patients that have recently made a visit to the ER at the Clarian West Hospital. They found that patients were basically using the ER at that location for their primary care. There goal is to make recommendations for a Clarian Primary Care Physician to generate revenue


2. - IMAX - These agents take doctor to doctor calls and support the Clarian on Call Agents when needed. They take 50 to 100 calls per day.
Important skills for this position is spelling, quick retention of information, names and affiliations, knowledge of where to search the computer for pertinent information and good memory skills.


3. Switchboard - This is the highest stress level of all of the agents.
They take calls that vary from giving directions, paging doctors to Code Blue - Level One calls, which consist of contacting and connecting all of the doctors and agencies together, in the heat of an emergency such as a massive heart attack or organ transplant.


In all three positions medical terminology knowledge is very important!"
"001V5000006bDamIAE","1-800-FLOWERS.COM, Inc.","","Prospect","Retail","Public","","","005V5000001gBKBIA2","2009-06-10T14:45:59.000Z","2026-04-28T13:37:30.000Z","(516) 237-6000","www.1800flowers.com","1 Old Country Rd","Carle Place","NY","11514-1801","United States","8.919E8","4200","1-800-FLOWERS.COM, Inc. is florist and gift shop. The Company delivers fresh flowers and a selection of plants, gift baskets, gourmet foods, confections, candles, balloons and plush stuffed animals. The Company operates in three segments: Consumer Floral, Gourmet Food and Gift Baskets, and BloomNet Wire Service. The Consumer Floral segment includes the operations of the Company's brand, such as 1-800-Flowers.com, Flowerama, Celebrations and FineStationery.com. The Gourmet Food and Gift Baskets segment includes the operations of Fannie May Confections Brands, Cheryl's (which includes Mrs. Beasley's), The Popcorn Factory, Winetasting.com, Stockyards.com , DesignPac and 1-800-Baskets. The BloomNet Wire Service segment includes the operations of BloomNet, BloomNet Technologies, BloomNet Products and Napco. On September 6, 2011, the Company, through the Winetasting Network subsidiary, completed the sale of certain assets of its wine fulfillment services business."
"001V5000006bDanIAE","Pottery Barn","","Prospect","Retail","","","001V5000006bHV1IAM","005V5000001gAGRIA2","2009-06-11T14:14:12.000Z","2026-05-04T08:32:09.000Z","(415) 380-5038","www.potterybarn.com","151 Union St","San Francisco","CA","94111","United States","","10224","Established in 1949 and headquartered in San Francisco, California, Pottery Barn, a member of the Williams-Sonoma, Inc. (NYSE: WSM) Pottery Barn is a specialty retailer for casual, comfortable and stylish home furnishings."
"001V5000006bDaoIAE","UnitedHealth Group (UHG)","","Customer","Healthcare Insurance","Public","","","005V5000001gA77IAE","2009-06-11T20:54:38.000Z","2026-05-04T10:23:38.000Z","(952) 992-4720 x9529361300","www.unitedhealthgroup.com","PO Box 1459","Minneapolis","MN","55440-1459","United States","9.4155E10","10000","Steve Ruggiero

UnitedHealth Group Center
9900 Bren Road East
Minnetonka, MN  55343"
"001V5000006bDapIAE","Ocwen Financial Corp","","Prospect","Div Financial Services","Public","","001V5000006b7jcIAA","005V5000001gAGTIA2","2009-04-07T15:08:22.000Z","2026-04-28T13:37:30.000Z","(214) 260-6904","www.ahmsi3.com","4600 Regent Blvd, Suite 200","Irving","TX","75063","United States","2.03827E9","414","Kevan Higgins

Homeward Residential, Inc. provides residential mortgage services to homeowners, mortgage lenders, and mortgage investors in the United States. It offers mortgage payments, home retention, and customer services; and accidental death insurance, life insurance, home membership/discount plans, disaster insurance, and identity theft programs through insurance companies. Homeward Residential, Inc. was formerly known as American Home Mortgage Servicing, Inc. and changed its name to Homeward Residential, Inc. in February 2012. The company was founded in 2008 and is based in Coppell, Texas with additional offices in Addison, Texas; Jacksonville, Florida; Mount Laurel, New Jersey; and Pune, India. Homeward Residential, Inc. operates as a subsidiary of Homeward Residential Holdings, Inc."
"001V5000006bDaqIAE","Mitchell","","","Insurance","Private","","","005V5000001gA76IAE","2009-06-16T21:16:55.000Z","2026-05-04T08:32:07.000Z","(858) 368-7182","https://www.mitchell.com/mitch/start.asp","14145 Danielson St.","Dowdy","CA","92064","United States","3.58357128E8","1700","Mitchell International helps insurance companies and car repair shops in North America figure the cost of getting a vehicle from wreck to recovery. The company develops software used to manage collision and medical claims, parts and labor estimates, and glass replacement quotes. Its applications are used to manage damage assessments and automate service procurement. Mitchell's WorkCenter product is tailored for casualty insurance claims, while its ClaimIQ product is used for medical claims. Through a partnership with Dell and The IT Pros, a provider of managed IT services, Mitchell offers help desk service, network monitoring, and site support. The company is owned by an investment group led by KKR."
"001V5000006bDarIAE","Medica","","Prospect","Health Insurance","Private","","","005V5000006tDZ3IAM","2009-06-19T16:48:24.000Z","2026-05-04T08:32:13.000Z","(952) 992-2900","www.medica.com","401 Carlson Parkway","Minnetonka","MN","55305","United States","1.3879E9","2973","Medica, headquartered in Minnetonka, Minnesota, and established in 1975, is a non-profit health insurance company. They offer employer-provided, individual and family, and medicare health plans."
"001V5000006bDasIAE","Radial","","Prospect","Outsourcer","Public","","","005V5000001gAGNIA2","2009-06-22T14:25:54.000Z","2026-05-04T08:32:13.000Z","(610) 491-7000","http://www.radial.com","935 First Avenue","King of Prussia","PA","19406","United States","1.6047E10","5199","GSI Commerce Solutions, Inc., doing business as Spartan Sports, operates as a sporting goods dealer. It also develops and operates e-commerce sites. GSI Commerce Solutions, Inc. was formerly known as Global Sports Interactive, Inc. The company is based in King Of Prussia, Pennsylvania. GSI Commerce Solutions, Inc. operates as a subsidiary of GSI Commerce Inc."
"001V5000006bDatIAE","CCC Intelligent Solutions","","Prospect","Business Services","Private","","","005V5000001gAGUIA2","2009-06-25T16:31:48.000Z","2026-05-04T08:32:11.000Z","(312) 222-4636","www.cccis.com","222 Merchandise Mart Plz Ste 900","Chicago","SD","60654-1105","United States","0.0","2375","Founded in 1980 and headquartered in Chicago, Illinois, CCC is a provider of cloud, mobile, telematics, and hyperscale technologies as well as apps for the automotive, insurance, and collision repair industries."
"001V5000006bDauIAE","HealthEquity","","Customer","Healthcare Insurance","Public","","","005V5000002ZZTEIA4","2009-06-29T16:04:34.000Z","2026-04-28T13:37:31.000Z","(888) 990-5099","www.wageworks.com","1100 Park Place, 4th Floor","San Mateo","CA","94403","United States","2.67832E8","1335","WageWorks wants to make administration of tax-advantaged spending accounts easier. The company helps some 5,000 clients -- including more than 50% of the Fortune 100 companies -- implement and manage flexible spending accounts used for health, wellness, and dependent care, as well as commuting and tuition expenses. The WageWorks SaaS (software as a service) platform also can be used for health savings accounts and other health care reimbursement programs. Its online tools provide real-time visibility into account activity and the ability to work with any combination of insurance carrier or financial institution. Founded in 2000, WageWorks operates through about 10 offices across the US. It went public in 2012."
"001V5000006bDavIAE","Amtrak","","Prospect","Transportation","","","","005V5000004XWIAIA4","2009-07-06T20:01:47.000Z","2026-05-04T05:56:33.000Z","(202) 906-3000","www.amtrak.com","1 Massachusetts Ave NW","Washington","DC","20001","United States","","19000","The National Railroad Passenger Corporation, doing business as Amtrak, is a passenger railroad service that provides medium- and long-distance intercity service in the contiguous United States and to nine Canadian cities."
"001V5000006bDawIAE","Lincoln Financial Group","","Prospect","Div Financial Services","Private","","","005V5000001gAGSIA2","2009-07-07T13:52:01.000Z","2026-05-04T08:32:05.000Z","(484) 583-1400","www.lincolnfinancial.com","150 North Radnor Chester Road","Radnor","PA","19087","United States","1.6424E10","11316","Lincoln National Corporation, through its subsidiaries, engages in the multiple insurance and retirement businesses in the United States. It operates through four segments: Annuities, Retirement Plan Services, Life Insurance, and Group Protection. The company sells a range of wealth protection, accumulation, and retirement income products and solutions. The companys products include fixed and indexed annuities, variable annuities, universal life insurance (UL), variable universal life insurance (VUL), linked-benefit UL, term life insurance, indexed universal life insurance, and employer-sponsored retirement plans and services, as well as group life, disability, and dental products. It also provides various plan investment vehicles, including individual and group variable annuities, group fixed annuities, and mutual fund-based programs; single and survivorship versions of UL and VUL, including corporate-owned UL and VUL, and bank-owned UL and VUL insurance products; and group non-medical insurance products, principally term life, universal life, disability, dental, vision, accident, and critical illness insurance to the employer market place through various forms of contributory and non-contributory plans. The company distributes its products through consultants, brokers, planners, agents, financial advisors, third-party administrators, and other intermediaries. Lincoln National Corporation was founded in 1904 and is headquartered in Radnor."
"001V5000006bDaxIAE","Optum","","Customer","Healthcare Insurance","Private","","001V5000006bDaoIAE","005V5000001gA77IAE","2006-07-13T18:10:09.000Z","2026-05-04T14:46:19.000Z","(888) 445-8745","www.optum.com","11000 Optum Circle","Eden Prairie","MN","55344","United States","0.0","17000","OptumHealth, Inc., a health and wellness company, provides health management solutions. It offers care solutions, which include care management program that offers case management, disease management, decision support, and wellness programs; physical health program, which offers chiropractic care, physical occupational therapy, and alternative medicine programs; and complex medical conditions program that offers transplants, cancer, congenital heart disease, kidney disease, neonatology, bariatric surgery, and infertility solutions. The company provides behavioral solutions, including behavioral health, employee assistance, work/life, pharmacy management services, and a disability support program. It offers consumer solutions, including personalized health portals, interactive consumer tools, and consumer engagement services for employers and payers. The company also provides specialty benefits that provide access to dental, vision, life, disability, and stop loss insurance benefits. In addition, it offers financial services, such as health accounts, benefits administration services, print and electronic solutions for claims processing and payment, retiree benefits solutions, and medical identification and debit card technology solutions. It serves companies, trust funds, employers, payers, health plans, individuals, and public sector entities. The company was founded in 1983 and is based in Golden Valley, Minnesota. OptumHealth, Inc. operates as a subsidiary of United HealthCare Services, Inc."
"001V5000006bDayIAE","H&R Block","","Prospect","Business Services","Public","","","005V5000001gAGSIA2","2009-07-07T19:57:47.000Z","2026-04-30T09:05:54.000Z","(816) 854-5500","www.hrblock.com","One H&R Block Way","Kansas City","MO","64105","United States","3.87433E9","4000","H&R Block, Inc. (H&R Block) has subsidiaries that provide tax preparation and banking services. The Company's Tax Services segment provides assisted income tax return preparation, digital tax solutions and other services and products related to income tax return preparation to the general public primarily in the United States, and also in Canada and Australia. This segment also offers financial services, including the H&R Block Prepaid Emerald MasterCard and Emerald Advance lines of credit (EAs) through H&R Block Bank (HRB Bank), along with other retail banking services. In November 2011, the Company sold RSM McGladrey, Inc. (RSM) to McGladrey & Pullen LLP (M&P). During the fiscal year ended April 30, 2012 (fiscal 2012), the Company also sold RSM EquiCo Inc.'s subsidiary, McGladrey Capital Markets LLC (MCM)."
"001V5000006bDazIAE","211 LA County","","","Government","Private","","","005V5000001gA76IAE","2009-07-08T11:40:47.000Z","2026-05-04T08:32:07.000Z","(626) 299-2979","http://www.211la.org/","526 W. Las Tunas","San Gabriel","CA","91776","United States","9005570.0","100",""
"001V5000006bDb0IAE","Blizzard Entertainment","","","Technology","Public","","001V5000006b0dmIAA","005V5000001gAGPIA2","2009-07-08T13:24:39.000Z","2026-05-04T08:32:09.000Z","800) 953-SNOW","https://www.blizzard.com/en-us/","3100 Ocean Park Blvd","Santa Monica","CA","90405-3032","United States","4.583E9","5000","Electronic games publisher, major titles include World of Warcraft®, Warcraft® III: Reign of Chaos®, Diablo® II, and StarCraft®"
"001V5000006bDb1IAE","Tucson Electric Power","","Prospect","Utilities","","","","005V5000001gBKBIA2","2009-07-08T22:12:23.000Z","2026-05-01T16:19:05.000Z","(520) 623-7711","www.tep.com","88 E Broadway Boulevard","Tucson","AZ","85701","United States","","1675",""
"001V5000006bDb2IAE","American Girl","","Prospect","Retail","Private","","001V5000006eThkIAE","005V5000001gBKBIA2","2009-07-10T15:20:55.000Z","2026-05-03T09:32:11.000Z","(608) 836-4848","www.americangirl.com","8400 Fairway Place","Middleton","WI","53562","United States","310000.0","1824","Monica Lester

American Girl, LLC operates as a toy company in the United States. The company offers books, dolls, clothes, toys, magazines, and clothing for girls in the age group of 3 to 12. Its products are marketed and distributed through the company's catalogue; Web site, americangirl.com; and retail stores in New York, Chicago, and Los Angeles. The company was formerly known as Pleasant Company. American Girl, LLC was founded in 1986 and is headquartered in Middleton, Wisconsin. As of July 9, 1998, American Girl, LLC operates as a subsidiary of Mattel, Inc."
"001V5000006bDb3IAE","Arvato USA","","","Outsourcer","","","","005V5000001gBKBIA2","2009-07-10T16:03:26.000Z","2026-05-02T10:23:09.000Z","(448) 448-4608 x00","https://www.arvato.com/uk.html","29011 Commerce Center Dr.","Valencia","CA","91355","Canada","2.0107374E7","677","arvato loyalty services Limited works to build a loyal following for its customers. The company, formerly Ion Group, offers a number of advertising and marketing services, including direct marketing, campaign management, sales promotions, call centers, and data management. It also conducts customer surveys, does hidden camera interviews, and performs ""mystery shopper"" services by posing as a customer to gauge the level of service offered. arvato's clients have included Google, Adobe, Harley-Davidson, Microsoft, and Sony Music. arvato loyalty services is part of arvato AG, which is owned by international media giant Bertelsmann."
"001V5000006bDb4IAE","Piedmont Natural Gas Company","","Prospect","Utilities","Public","","","005V5000001gBKBIA2","2009-07-14T20:55:04.000Z","2026-04-28T13:37:28.000Z","(800) 752-7504","www.piedmontng.com","PO Box 33068","Charlotte","NC","28233","United States","1.5523E9","1725","Piedmont Natural Gas seeks to fulfill the burning desires of natural gas users in a wide part of the Southeast. The utility distributes natural gas to more than 1 million residential, commercial, and industrial customers (including 53,000 wholesale customers) in the Carolinas and Tennessee. It also has gas transportation and storage operations and sells residential and commercial gas appliances in Tennessee. Piedmont Natural Gas is involved in unregulated energy supply through its 15% stake in SouthStar Energy Services, which serves gas customers in Georgia, and through other joint ventures."
"001V5000006bDb5IAE","ACE Cash Express","","Prospect","Fin Services","Private","","","005V5000001gBKBIA2","2009-07-15T14:55:07.000Z","2026-05-04T08:32:13.000Z","(972) 550-5000","ACECASHEXPRESS.COM","1231 Greenway Drive","Irving","TX","75038","United States","0.0","4000","Kevan Higgans"
"001V5000006bDb6IAE","Wellmark","","Prospect","Health Insurance","Private","","","005V5000001gBKBIA2","2009-07-16T19:03:49.000Z","2026-04-29T11:03:39.000Z","(515) 376-4500","www.wellmark.com","1331 Grand Ave","Des Moines","IA","50309","United States","0.0","1783","Fast Facts
Wellmark Blue Cross and Blue Shield offers a full range of health insurance and related products and services to more than 1.7 million members in Iowa and more than 300,000 members in South Dakota. As a member of the Blue Cross Blue Shield Association, Wellmark Blue Cross and Blue Shield is part of a national network of 39 plans that insures more than 99 million people or nearly one in three Americans in all 50 states, the District of Columbia, and Puerto Rico.

Customers 
Ratings 
Locations 
Employees 
Wellmark Companies and Affiliates 
Customers (As of June 2008) 

Iowa:

1,791,350 health customers: 
11,487 group customers with 1,038,156 employees and their dependents. 
46,767 Federal employees and their dependents. 
157,916 individuals under age 65. 
188,067 individuals over age 65 (includes Medicare Advantage PPO with Part D Drug, Part D Drug only). 
360,444 members are covered through the BlueCard program, third-party administrator contracts, and federal contracts covering dependents and survivors of active duty military personnel, and military retirees and their dependents and survivors. 
South Dakota:

315,526 health customers: 
3,995 group customers with 102,434 employees and their dependents. 
26,059 Federal employees and their dependents. 
44,091 individuals under age 65. 
33,270 individuals over age 65 (includes Medicare Advantage PPO with Part D Drug, Part D Drug only). 
109,672 members are covered through the BlueCard program, third-party administrator contracts, and federal contracts covering dependents and survivors of active duty military personnel, and military retirees and their dependents and survivors. 
Ratings (2007)

Iowa:

""A+"" (Strong) financial security rating from Standard & Poorâ€™s 
""A"" (Excellent) financial strength rating from A.M. Best Company 
""A"" (Excellent) financial strength rating from A.M. Best Company for Wellmark Health Plan of Iowa, Inc. 
South Dakota:

""A+"" (Strong) financial security rating from Standard and Poor's (8/06) 
""A"" (Excellent) financial strength rating from A.M. Best Company (8/06)

Locations

  Iowa South Dakota 
Headquarters 636 Grand Avenue
Des Moines, Iowa 50309  1601 W. Madison
Sioux Falls, South Dakota  
Other State Locations Cedar Rapids
Sioux City Rapid City
Pierre 

Wellmark, Inc. Corporate Headquarters:
636 Grand Avenue
Des Moines, IA 50309

Employees (As of August 2008)

  Iowa South Dakota 
Employees 1,792 221 

Total Wellmark, Inc. employees: 2,013 

Wellmark Companies and Affiliates

Iowa and South Dakota:

Wellmark, Inc., doing business as Wellmark Blue Cross and Blue Shield of Iowa.  
Wellmark of South Dakota, Inc., doing business as Wellmark Blue Cross and Blue Shield of South Dakota.  
Wellmark Health Plan of Iowa, Inc. 
The Wellmark Foundation, a private foundation that supports health improvement initiatives in Iowa and South Dakota. 
Wellmark also provides third-party administration and insurance services through subsidiaries located in Iowa and South Dakota."
"001V5000006bDb7IAE","DHL","","Prospect","Transportation","Private","","","005V5000001gBKBIA2","2009-07-21T14:41:40.000Z","2026-05-04T05:56:33.000Z","(492) 281-8296 x701","www.dhl.com","1210 South Pine Island Rd, 4th Floor","Plantation","FL","33324","United States","1.944715658E9","600000","Jennifer Horne

DHL Express is the perfect partner for all your worldwide express and parcel needs. Our Network covers over 4,000 offices and more than 120,000 destinations worldwide. DHL Express is the result of the consolidation of the former DHL Worldwide Express business and the Deutsche Post Euro Express parcels business and offers Same Day, Express, Parcel and Freight services. With the strengths of DHL Worldwide Express, Danzas and Deutsche Post Euro Express now united under the umbrella brand of DHL, the company now offers its new range of products and services on a one-stop basis - a complete range of express, parcel and logistics solutions from a single source."
"001V5000006bDb8IAE","Waste Management","","Prospect","Utilities","Private","","","005V5000001gAGRIA2","2009-07-22T19:35:58.000Z","2026-05-04T08:32:11.000Z","(713) 512-6200","www.wm.com","1001 Fannin","Houston","TX","77002","United States","1.331E10","49500","Waste Management, Inc. is a holding company, and all operations are conducted by its subsidiaries. Our subsidiaries are operated and managed locally and focus on providing services in distinct geographic areas. Through our subsidiaries, we are North Americas leading provider of comprehensive environmental solutions, providing services throughout the United States (U.S.) and Canada. We partner with our residential, commercial, industrial and municipal customers and the communities we serve to manage and reduce waste at each stage from collection to disposal, while recovering valuable resources and creating clean, renewable energy."
"001V5000006bDb9IAE","Blue Ocean Contact Centers","","Prospect","Outsourcer","","","","005V5000001gA76IAE","2009-07-22T19:35:58.000Z","2026-05-01T16:19:05.000Z","(902) 722-3104","www.blueocean.ca","7051 Bayers Rd Suite 400","Halifax","NS","B3L 2C1","Canada","2.70803E7","1000",""
"001V5000006bDbAIAU","BECU","","Prospect","Div Financial Services","Private","","","005V5000001gAGRIA2","2009-07-22T19:35:58.000Z","2026-05-04T08:32:07.000Z","(800) 233-2328","www.becu.org","12770 Gateway Dr S","Seattle","WA","98168-3309","United States","6.12838E8","2595","BECU was founded in 1935. This company was founded in 1935. This company provides credit and debit cards, investment management, internet banking, and trust services. Their headquarters are located in Tukwila, Washington."
"001V5000006bDbBIAU","MedImpact Healthcare","","Prospect","Software","Private","","","005V5000001gBKBIA2","2009-07-22T19:35:58.000Z","2026-05-04T08:32:05.000Z","(858) 566-2727","www.medimpact.com","10680 TREENA ST STOP 5","SAN DIEGO","CA","921312447","United States","2.52492E9","2303","MedImpact was founded in 1989 and is headquartered in San Diego, California. MedImpact Healthcare Systems, Inc. provides PBM services to the Commercial MCO, Medicare, Medicaid, Self-insured, State/Local Government, 340B, and Discount/Retail Pharmacy Loyalty Card market segments. MedImpact manages pharmacy benefits for more than 47 million people around the globe."
"001V5000006bDbCIAU","Republic Services","","Prospect","Utilities","Private","","","005V5000001gAGSIA2","2009-07-22T19:35:58.000Z","2026-05-04T08:32:09.000Z","(480) 627-2700","www.republicservices.com","18500 N. Allied Way","Phoenix","AZ","85054","United States","6.12E9","40000","Republic Services, Inc., together with its subsidiaries, provides non-hazardous solid waste collection, transfer, recycling, disposal, and energy services for commercial, industrial, municipal, and residential customers in the United States and Puerto Rico. The companys collection services include curbside collection of waste; supply of waste containers; and renting of compactors. It is also involved in the processing and sale of old corrugated cardboard, old newspapers, aluminum, glass, and other materials; and provision of landfill services. As of December 31, 2016, the company operated through 333 collection operations, 204 transfer stations, 192 active landfills, 64 recycling centers, and 10 salt water disposal wells, as well as 7 treatment, recovery, and disposal facilities in 39 states and Puerto Rico. It also operates 71 landfill gas and renewable energy projects. The company was founded in 1996 and is headquartered in Phoenix."
